"Index","year","month","qtr","days","washingtondc_supt","washingtondc_demt","washingtondc_rmrevt","washingtondc_demd","washingtondc_supd","washingtondc_occ","washingtondc_adr","washingtondc_revpar","washingtondc_demd_sa","washingtondc_demd_sf","washingtondc_demd_fct","washingtondc_occ_sa","washingtondc_occ_sf","washingtondc_occ_fct","washingtondc_adr_sa","washingtondc_adr_sf","washingtondc_adr_fct","washingtondc_revpar_sa","washingtondc_revpar_sf","washingtondc_revpar_fct","washingtondc_supd_sa","washingtondc_supd_sf","washingtondc_supd_fct","washingtondc_demar_sa"
1987-11-01,1987,11,4,30,1.94493,1.204632,85.090577,0.0401544,0.064831,0.619370363,70.63615859,43.74994319,0.0434870971692247,0.923363540310454,NA,0.671647178308093,0.922166254848595,NA,69.7289207682344,1.01301092590808,NA,47.0148731249425,0.930555381352069,NA,0.0648996490312276,0.998942228005045,NA,15.872790466767
1987-12-01,1987,12,4,31,2.004243,0.944275,63.343102,0.03046048387,0.064653,0.471137981,67.08120198,31.60450205,0.0439500267848196,0.693070882962945,NA,0.677272845401008,0.695639850614479,NA,72.1377410666976,0.929904388300399,NA,49.2087568295256,0.642253616759468,NA,0.0647784885375042,0.998062805410602,NA,16.0417597764592
1988-01-01,1988,1,1,31,2.019836,0.936936,65.106313,0.03022374194,0.065156,0.463867363,69.48853817,32.23346499,0.0432855543767322,0.698240842128305,NA,0.662697739425464,0.699968228957831,NA,71.2224965823165,0.97565434384468,NA,47.677880514096,0.676067489629077,NA,0.0651635380001899,0.999884321809078,NA,15.7992273475073
1988-02-01,1988,2,1,28,1.82742,1.004085,72.36661,0.03586017857,0.065265,0.549454969,72.07219508,39.60042574,0.0426045501703781,0.841698326272501,NA,0.65073568803484,0.844359667224187,NA,71.2154227375,1.01203071342647,NA,46.5557569329771,0.850602124180042,NA,0.0653917542456322,0.998061617292663,NA,15.550660812188
1988-03-01,1988,3,1,31,2.038405,1.386055,105.471865,0.04471145161,0.065755,0.679970369,76.09500705,51.74235002,0.0437919475232755,1.02099710423328,NA,0.664609793871346,1.02311217088629,NA,73.9453659389276,1.02907066702257,NA,49.1871436916472,1.05194866252798,NA,0.0657271090917642,1.00042434405866,NA,15.9840608459956
1988-04-01,1988,4,2,30,1.98237,1.562588,120.468887,0.05208626667,0.066079,0.788242356,77.09574565,60.77013222,0.0439773162072321,1.18438938894216,NA,0.664028995635759,1.18706014523555,NA,72.0848314220093,1.0695141284115,NA,48.1051352845865,1.26327744138933,NA,0.0659966485516067,1.00124781258141,NA,16.0517204156397
1988-05-01,1988,5,2,31,2.048449,1.588933,122.098058,0.05125590323,0.066079,0.775676134,76.84279828,59.60512466,0.0442642009030941,1.15795388111066,NA,0.669539419437806,1.15852198015662,NA,72.7440385030167,1.05634495776329,NA,48.9583216023603,1.21746666775289,NA,0.0659978059650653,1.00123025354779,NA,16.1564333296293
1988-06-01,1988,6,2,30,2.00157,1.59658,116.982084,0.05321933333,0.066719,0.797663834,73.27041802,58.44516255,0.0450545776859596,1.1812192248466,NA,0.67800400842928,1.17648837482235,NA,72.7478116975562,1.0071838081483,NA,49.6058150261295,1.17819176076866,NA,0.0666388460659698,1.0012028109543,NA,16.4449208553753
1988-07-01,1988,7,3,31,2.07142,1.466194,97.013786,0.04729658065,0.06682,0.707820722,66.16708703,46.83443531,0.0441228671757201,1.07192899458778,NA,0.661274183094714,1.07038916699795,NA,72.0190874186024,0.9187437581014,NA,47.4577952269244,0.986864962564237,NA,0.0667559826255303,1.00095897583935,NA,16.1048465191378
1988-08-01,1988,8,3,31,2.081278,1.46605,96.599604,0.04729193548,0.067138,0.704398932,65.89107056,46.41359972,0.0455967257200458,1.03717832219713,NA,0.680388118216048,1.03528987814618,NA,73.0905874357594,0.901498713742215,NA,50.0152892790403,0.92798822898042,NA,0.0670567186619119,1.00121212817612,NA,16.6428048878167
1988-09-01,1988,9,3,30,2.01633,1.432909,105.306994,0.04776363333,0.067211,0.710652026,73.49175279,52.22706303,0.0451117675939827,1.05878434558106,NA,0.670530567477159,1.05983539076197,NA,71.7935307683095,1.02365424855856,NA,48.2321688973697,1.08282634233453,NA,0.0672284966519738,0.999739743518819,NA,16.4657951718037
1988-10-01,1988,10,4,31,2.083541,1.61088,126.046108,0.05196387097,0.067211,0.773145333,78.24673967,60.49610159,0.0459379011209112,1.13117642952881,NA,0.685467674025402,1.12790925421721,NA,73.479569769595,1.06487748792424,NA,50.6013322513151,1.19554365267582,NA,0.0673030794125665,0.99863186924922,NA,16.7673339091326
1988-11-01,1988,11,4,30,2.02713,1.268615,96.586972,0.04228716667,0.067571,0.625818275,76.13576381,47.64715238,0.0458406395138795,0.922482040356275,NA,0.679377723075551,0.921163961878104,NA,75.1282218116735,1.01341096560028,NA,51.2350717228675,0.929971419533193,NA,0.0676183636492752,0.99929954458051,NA,16.731833422566
1988-12-01,1988,12,4,31,2.094701,1.008461,69.882191,0.032531,0.067571,0.481434343,69.29587857,33.36141578,0.0469081170349992,0.693504707846787,NA,0.692008434859752,0.695705888465899,NA,74.564502040674,0.929341398031465,NA,51.926666320535,0.642471742246369,NA,0.0676989669189734,0.998109765557774,NA,17.1214627177747
1989-01-01,1989,1,1,31,2.080844,1.094246,87.268206,0.03529825806,0.067124,0.525866427,79.75190771,41.93885077,0.0504978967465554,0.699004519676511,NA,0.75037338107204,0.700806345567199,NA,81.7057605315042,0.97608671887032,NA,61.9626310265236,0.676841026199287,NA,0.0671333956229068,0.999860045468882,NA,18.4317323124927
1989-02-01,1989,2,1,28,1.879472,1.09249,82.36927,0.0390175,0.067124,0.581274954,75.39590294,43.82575,0.0462463565820675,0.843688084503708,NA,0.686906151721619,0.846221791059999,NA,74.5684383717399,1.01109671311789,NA,51.443812432158,0.85191489370652,NA,0.0672219875216046,0.99854232930002,NA,16.8799201524546
1989-03-01,1989,3,1,31,2.121826,1.487875,114.939173,0.04799596774,0.068446,0.701223852,77.25055734,54.16993335,0.0472821347552832,1.01509730870679,NA,0.689794107824229,1.01656979096534,NA,75.6601798769048,1.02102000637168,NA,52.2197157617898,1.03734638459364,NA,0.0684073009961153,1.00056571452639,NA,17.2579791856784
1989-04-01,1989,4,2,30,2.06286,1.696457,137.581639,0.05654856667,0.068762,0.822381063,81.09939657,66.69460797,0.0475815184221111,1.18845653827899,NA,0.691053770214028,1.19003918138714,NA,75.4030039041099,1.0755459646294,NA,52.3463191372659,1.27410310923886,NA,0.0686937297881207,1.00099383469335,NA,17.3672542240705
1989-05-01,1989,5,2,31,2.155709,1.692938,135.417664,0.05461090323,0.069539,0.785327704,79.98973619,62.81815588,0.0470793585469829,1.15997551613837,NA,0.676917572573967,1.16015263278482,NA,75.680549088179,1.0569391627537,NA,51.4766569738187,1.22032314398252,NA,0.0694646635033029,1.00107013397817,NA,17.1839658696488
1989-06-01,1989,6,2,30,2.08773,1.646525,125.30614,0.05488416667,0.069591,0.788667596,76.10339351,60.0202804,0.0464319625874635,1.18203417670781,NA,0.669305296306272,1.17833759922782,NA,75.6462138965596,1.00604365492853,NA,50.9251765827309,1.17859739381548,NA,0.0695110160553336,1.00115066573912,NA,16.9476663444242
1989-07-01,1989,7,3,31,2.157321,1.557952,109.32105,0.05025651613,0.069591,0.722169765,70.1697164,50.67444761,0.0468744738336386,1.07215104554271,NA,0.67409721566198,1.07131397107287,NA,76.3429511186882,0.919138117819275,NA,51.317716280319,0.987464978628333,NA,0.069542851677866,1.00069235472766,NA,17.1091829492781
1989-08-01,1989,8,3,31,2.176355,1.502686,101.773027,0.04847374194,0.070205,0.690459966,67.72740746,46.76306347,0.0466765759134176,1.03850252490491,NA,0.665703215590088,1.03718887010027,NA,75.0449335408276,0.902491404341819,NA,50.2708332020943,0.93022256627431,NA,0.0701448576469038,1.00085740216908,NA,17.0369502083974
1989-09-01,1989,9,3,30,2.10615,1.490404,116.606801,0.04968013333,0.070205,0.707643805,78.23838436,55.36490801,0.0469428750972907,1.05831040870497,NA,0.668002853464539,1.059342488329,NA,76.319957446356,1.0251366350013,NA,51.0605964657311,1.08429810543161,NA,0.0702294462426045,0.999651908936886,NA,17.1341494105111
1989-10-01,1989,10,4,31,2.197838,1.644694,133.968151,0.05305464516,0.070898,0.74832358,81.45475754,60.95451576,0.0471079060060405,1.12623654197656,NA,0.66591031660813,1.12376030425786,NA,76.3530630167836,1.06681715600715,NA,51.1037363003118,1.19276045496556,NA,0.0709937489170802,0.99865130495937,NA,17.1943856922048
1989-11-01,1989,11,4,30,2.12694,1.310015,101.042384,0.04366716667,0.070898,0.615915353,77.13070766,47.505987,0.0473513679990203,0.922194405680181,NA,0.669018838702434,0.920624827537849,NA,76.0648665344646,1.01401226576862,NA,51.1467001393489,0.928818220345989,NA,0.0709219763569957,0.999661933321274,NA,17.2832493196424
1989-12-01,1989,12,4,31,2.197838,0.988774,70.010898,0.03189593548,0.070898,0.449884841,70.8057635,31.85443968,0.0460282886614257,0.692963749198232,NA,0.647712182956144,0.69457523393606,NA,76.3294298271191,0.927633858399967,NA,49.6334464644361,0.641793829546467,NA,0.0710124351433736,0.998388519656557,NA,16.8003253614204
1990-01-01,1990,1,1,31,2.213617,1.001601,74.829314,0.03230970968,0.071407,0.452472582,74.70970376,33.80409258,0.0460520785113898,0.701590693067393,NA,0.643230085103137,0.703438151415834,NA,76.5490268940849,0.975971959295709,NA,49.7952881289235,0.678861270819015,NA,0.0714185755703453,0.999837919333271,NA,16.8090086566573
1990-02-01,1990,2,1,28,2.008776,1.107612,86.42229,0.03955757143,0.071742,0.551386516,78.02577979,43.02236287,0.0467038835729553,0.846986768631518,NA,0.64938336772324,0.849092452018258,NA,77.2685845816915,1.00979952217849,NA,50.3892283482311,0.853800787991434,NA,0.0718062866122167,0.999104721672019,NA,17.0469175041287
1990-03-01,1990,3,1,31,2.240866,1.508766,120.197379,0.04866987097,0.072286,0.673295949,79.66601779,53.63880705,0.0470053815821208,1.03541061325013,NA,0.650538537711082,1.03498241836524,NA,75.8457720056977,1.05036860570178,NA,49.3147192083496,1.08768351338232,NA,0.0722294253412549,1.00078326330962,NA,17.1569642774741
1990-04-01,1990,4,2,30,2.16858,1.623177,132.511771,0.0541059,0.072286,0.748497634,81.63728971,61.10531823,0.0465686921014721,1.16185139754633,NA,0.642980849145965,1.16410564170642,NA,78.2136943956148,1.04377232581635,NA,50.5259339734791,1.20938522902068,NA,0.0722479377671969,1.00052682794803,NA,16.9975726170373
1990-05-01,1990,5,2,31,2.251561,1.684485,139.067859,0.05433822581,0.072631,0.748140956,82.55808689,61.76508609,0.046800554481163,1.161059444966,NA,0.644465514929484,1.16087042466789,NA,78.116256001961,1.05686179952003,NA,50.5503506407037,1.22185277267426,NA,0.0725670367370465,1.00088143688691,NA,17.0822023856245
1990-06-01,1990,6,2,30,2.18451,1.639193,126.457376,0.05463976667,0.072817,0.750371021,77.14611763,57.88821109,0.0462993986062081,1.18013987902369,NA,0.637422694236483,1.17719533330831,NA,76.7431977652891,1.00525023554456,NA,49.1911984253816,1.17680017854842,NA,0.0727421516334147,1.00102895453193,NA,16.899280491266
1990-07-01,1990,7,3,31,2.257327,1.535758,109.136725,0.04954058065,0.072817,0.68034361,71.06375158,48.34776929,0.0460886015416137,1.07489876006043,NA,0.633055093115192,1.07469889650853,NA,77.2656364275789,0.919732948121227,NA,48.8760326047948,0.98919177178176,NA,0.0727807900597836,1.00049752057084,NA,16.822339562689
1990-08-01,1990,8,3,31,2.257327,1.501729,106.259839,0.04844287097,0.072817,0.665268701,70.7583319,47.07330351,0.0466503016775381,1.03842567417576,NA,0.641073478750467,1.03774173016281,NA,78.3329635300662,0.903302118434995,NA,50.5453277701149,0.931308700263929,NA,0.0727832810437313,1.00046327887099,NA,17.0273601123014
1990-09-01,1990,9,3,30,2.18898,1.452685,116.009577,0.04842283333,0.072966,0.663635575,79.85872849,52.99709317,0.0457612681533541,1.05816196281376,NA,0.626525987419573,1.05923072358621,NA,77.7699173299299,1.02685885792071,NA,48.7914986071385,1.08619523242613,NA,0.0729969844262627,0.999575538270433,NA,16.7028628759742
1990-10-01,1990,10,4,31,2.284142,1.569631,131.394248,0.05063325806,0.073682,0.687186261,83.7102784,57.5245532,0.0451038320984719,1.12259326323883,NA,0.613057347922554,1.1209167679478,NA,78.2573208752866,1.06967983907095,NA,48.2293634879713,1.19272884897904,NA,0.0737677374976662,0.998837737192781,NA,16.4628987159422
