"Index","year","month","qtr","days","washingtondc_supt","washingtondc_demt","washingtondc_rmrevt","washingtondc_demd","washingtondc_supd","washingtondc_occ","washingtondc_adr","washingtondc_revpar","washingtondc_demd_sa","washingtondc_demd_sf","washingtondc_demd_fct","washingtondc_occ_sa","washingtondc_occ_sf","washingtondc_occ_fct","washingtondc_adr_sa","washingtondc_adr_sf","washingtondc_adr_fct","washingtondc_revpar_sa","washingtondc_revpar_sf","washingtondc_revpar_fct","washingtondc_supd_sa","washingtondc_supd_sf","washingtondc_supd_fct","washingtondc_demar_sa"
1989-04-01,1989,4,2,91,6.306299,5.03592,398.305443,0.05533978022,0.06929998901,0.798553954,79.09288531,63.15993628,0.0471541578117836,1.17359280258783,NA,0.680616595453745,1.17328016879699,NA,76.2637400655289,1.03709685942546,NA,51.8981548710552,1.21699772249949,NA,0.0692686628114982,1.00045224199848,NA,17.211267601301
1989-07-01,1989,7,3,92,6.439826,4.551042,327.700878,0.04946784783,0.0699981087,0.706702635,72.0056809,50.88660439,0.0468961392301169,1.05483838631713,NA,0.670163869016249,1.05452213655951,NA,76.4651130969615,0.941680172612747,NA,51.1087042614165,0.995654363094777,NA,0.0699799338122406,1.00025971570376,NA,17.1170908189927
1989-10-01,1989,10,4,92,6.522616,3.943483,305.021433,0.04286394565,0.070898,0.604586105,77.34823074,46.76366553,0.047031813956534,0.911381935844833,NA,0.663440482148415,0.911289137862334,NA,76.7108540197101,1.00830882055004,NA,50.7844093631412,0.920827201033485,NA,0.0709342955840471,0.999488321075887,NA,17.1666120941349
1990-01-01,1990,1,1,90,6.463259,3.617979,281.448983,0.04019976667,0.07181398889,0.559776268,77.791768,43.54598555,0.0463483271531017,0.867340185487359,NA,0.644903262799309,0.868000365776099,NA,76.4778822337291,1.01717994442178,NA,49.6037087935242,0.877877614580404,NA,0.0718286069208804,0.999796487339696,NA,16.9171394108821
1990-04-01,1990,4,2,91,6.604651,4.946855,398.037006,0.05436104396,0.07257858242,0.74899567,80.46263859,60.26616789,0.0466578397885339,1.16509988902999,NA,0.643148332611465,1.16457686667514,NA,78.020415147144,1.0313023641088,NA,50.125578601813,1.20230368548444,NA,0.0725374066619737,1.00056764860947,NA,17.0301115228149
1990-07-01,1990,7,3,92,6.703634,4.490172,331.406141,0.04880621739,0.07286558696,0.669811628,73.80700361,49.43678921,0.046236548975327,1.05557656165135,NA,0.634335295984757,1.05592678231812,NA,78.2130506705617,0.943666088679749,NA,49.5044508336803,0.998633221406544,NA,0.0728678573137433,0.999968842863959,NA,16.8763403759944
1990-10-01,1990,10,4,92,6.795092,3.806321,301.229937,0.04137305435,0.07385969565,0.56015739,79.13939392,44.33051635,0.0453957704637689,0.91138566274628,NA,0.614914243549363,0.910952048803912,NA,78.452620211414,1.00875399326033,NA,48.1752886738776,0.920192023136494,NA,0.073894310583001,0.999531561594824,NA,16.5694562192756
1991-01-01,1991,1,1,90,6.647115,3.542249,274.037099,0.03935832222,0.07385683333,0.532900213,77.36246069,41.22647179,0.045644680531833,0.862276211847976,NA,0.617852686355025,0.862503675663862,NA,76.4350023312683,1.01213394819709,NA,47.359029311138,0.870509222626829,NA,0.0738297725488928,1.00036652938473,NA,16.660308394119
1991-04-01,1991,4,2,91,6.705181,4.976764,396.885005,0.05468971429,0.07368330769,0.742226645,79.74760407,59.19079664,0.0467061474806092,1.17093182032848,NA,0.634053211802965,1.17060623806232,NA,77.1113528788728,1.03418758837325,NA,48.9106529657021,1.21018209839698,NA,0.0736689087829681,1.00019545432761,NA,17.0477438304224
1991-07-01,1991,7,3,92,6.792584,4.537478,331.56426,0.04932041304,0.07383243478,0.668004695,73.07236751,48.81268454,0.0466594949527603,1.05702843740451,NA,0.63144022819911,1.0579064575996,NA,77.2546323630665,0.945863895469575,NA,48.6925900732245,1.002466380749,NA,0.0738454524217505,0.99982371776022,NA,17.0307156577575
1991-10-01,1991,10,4,92,6.815994,3.932343,306.825135,0.0427428587,0.0740868913,0.576928765,78.02603562,45.01546436,0.0469233858502439,0.910907384995915,NA,0.633902492529925,0.91012225349905,NA,77.4144210845259,1.00790052456514,NA,49.0283359653552,0.918151992590757,NA,0.0741186336648232,0.999571735699193,NA,17.127035835339
1992-01-01,1992,1,1,90,6.686056,3.706196,295.041996,0.04117995556,0.07428951111,0.554317224,79.60776926,44.12795765,0.0474425026646488,0.867997117502082,NA,0.638409670429158,0.86827823837219,NA,78.340752823308,1.01617314604507,NA,50.1283356749099,0.880299675939307,NA,0.0742762013772472,1.00017919242646,NA,17.3165134725968
1992-04-01,1992,4,2,91,6.763185,4.980034,400.19393,0.05472564835,0.07432071429,0.736344489,80.35967827,59.1724062,0.0470664119224205,1.16273253291974,NA,0.633493514975825,1.1623552121573,NA,78.0669261559905,1.02936905840802,NA,49.4453273092847,1.19672392559709,NA,0.0742889639855815,1.00042738924754,NA,17.1792403516835
1992-07-01,1992,7,3,92,6.828332,4.786437,365.076986,0.05202648913,0.074221,0.700967235,76.27322495,53.46503158,0.0491878821448658,1.05770947764683,NA,0.662262539825645,1.05844312919246,NA,80.5175095278697,0.947287433469354,NA,53.2479189922606,1.0040773910389,NA,0.0742336178303322,0.999830025388752,NA,17.953576982876
1992-10-01,1992,10,4,92,6.821934,3.97444,314.135423,0.04320043478,0.07415145652,0.582597252,79.03891441,46.04785432,0.0474081036767194,0.911245787736799,NA,0.639684606558097,0.910757029365983,NA,78.4883794293045,1.00701422280213,NA,50.169480041684,0.917845954985791,NA,0.0741783991136045,0.999636786531841,NA,17.3039578420026
1993-01-01,1993,1,1,90,6.68259,3.929356,330.653087,0.04365951111,0.074251,0.587998964,84.14943492,49.47978059,0.0503408464855681,0.867278048701792,NA,0.677914400560538,0.867364616408516,NA,82.8392414119326,1.01581609736806,NA,56.2268390374478,0.880002885402216,NA,0.0742526567170739,0.999977688110471,NA,18.3744089672324
1993-04-01,1993,4,2,91,6.768311,5.234031,434.77144,0.05751682418,0.07437704396,0.773314199,83.06627148,64.2363272,0.0494496457175682,1.16313925702335,NA,0.664999098810438,1.16288007063967,NA,80.668872040113,1.02971901526892,NA,53.6696180035446,1.19688437498768,NA,0.0743375193013266,1.00053169192414,NA,18.0491206869124
1993-07-01,1993,7,3,92,6.84838,4.897361,373.507628,0.05323218478,0.07443891304,0.715112333,76.26712182,54.53955943,0.0503187833539623,1.05789888450887,NA,0.6757031615166,1.05832320126333,NA,80.3782647126698,0.948852554762584,NA,54.2561694814536,1.00522318385641,NA,0.0744412533513387,0.999968561634398,NA,18.3663559241962
